item_id,name
2366,Woven Pants
2367,Woven Boots
2369,Woven Gloves
2370,Battered Leather Harness
2371,Battered Leather Belt
2372,Battered Leather Pants
2373,Battered Leather Boots
2374,Battered Leather Bracers
2375,Battered Leather Gloves
2376,Worn Heater Shield
2386,Rusted Chain Vest
2387,Rusted Chain Belt
2388,Rusted Chain Leggings
2389,Rusted Chain Boots
2390,Rusted Chain Bracers
2391,Rusted Chain Gloves
2392,Light Mail Armor
2395,Light Mail Boots
2396,Light Mail Bracers
2398,Light Chain Armor
2399,Light Chain Belt
2400,Light Chain Leggings
2401,Light Chain Boots
2402,Light Chain Bracers
2403,Light Chain Gloves
2406,Pattern: Fine Leather Boots
2407,Pattern: White Leather Jerkin
2408,Pattern: Fine Leather Gloves
2409,Pattern: Dark Leather Tunic
2447,Peacebloom
2449,Earthroot
2450,Briarthorn
2452,Swiftthistle
2453,Bruiseweed
2454,Elixir of Lion's Strength
2455,Minor Mana Potion
2456,Minor Rejuvenation Potion
2457,Elixir of Minor Agility
2458,Elixir of Minor Fortitude
2459,Swiftness Potion
2468,Studded Bracers
2479,Broad Axe
2480,Large Club
2488,Gladius
2489,Two-handed Sword
2490,Tomahawk
2491,Large Axe
2492,Cudgel
2493,Wooden Mallet
2494,Stiletto
2495,Walking Stick
2504,Worn Shortbow
2506,Hornwood Recurve Bow
2507,Laminated Recurve Bow
2508,Old Blunderbuss
2509,Ornate Blunderbuss
2511,Hunter's Boomstick
2512,Rough Arrow
2515,Sharp Arrow
2516,Light Shot
2519,Heavy Shot
2524,Truncheon
2525,War Hammer
2526,Main Gauche
2528,Falchion
2530,Francisca
2531,Great Axe
2533,War Maul
2534,Rondel
2549,Staff of the Shade
2553,Recipe: Elixir of Minor Agility
2555,Recipe: Swiftness Potion
2564,Elven Spirit Claws
2565,Rod of Molten Fire
2567,Evocator's Blade
2568,Brown Linen Vest
2569,Linen Boots
2570,Linen Cloak
2572,Red Linen Robe
2575,Red Linen Shirt
2576,White Linen Shirt
2577,Blue Linen Shirt
2578,Barbaric Linen Vest
2579,Green Linen Shirt
2580,Reinforced Linen Cape
2581,Heavy Linen Bandage
2582,Green Woolen Vest
2583,Woolen Boots
2584,Woolen Cape
2585,Gray Woolen Robe
2587,Gray Woolen Shirt
2589,Linen Cloth
2592,Wool Cloth
2593,Flask of Stormwind Tawny
2594,Flagon of Dwarven Honeymead
2595,Jug of Badlands Bourbon
2596,Skin of Dwarven Stout
2598,Pattern: Red Linen Robe
2601,Pattern: Gray Woolen Robe
2604,Red Dye
2605,Green Dye
2608,Threshadon Ambergris
2612,Plain Robe
2613,Double-stitched Robes
2614,Robe of Apprenticeship
2620,Augural Shroud
2622,Nimar's Tribal Headdress
2623,Holy Diadem
2624,Thinking Cap
2632,Curved Dagger
2633,Jungle Remedy
2635,Loose Chain Belt
2642,Loose Chain Boots
2643,Loose Chain Bracers
2644,Loose Chain Cloak
2645,Loose Chain Gloves
2646,Loose Chain Pants
2648,Loose Chain Vest
2649,Flimsy Chain Belt
2650,Flimsy Chain Boots
2651,Flimsy Chain Bracers
2652,Flimsy Chain Cloak
2653,Flimsy Chain Gloves
2654,Flimsy Chain Pants
2656,Flimsy Chain Vest
2657,Red Leather Bag
2665,Stormwind Seasoning Herbs
2672,Stringy Wolf Meat
2673,Coyote Meat
2674,Crawler Meat
2675,Crawler Claw
2677,Boar Ribs
2678,Mild Spices
2679,Charred Wolf Meat
2680,Spiced Wolf Meat
2681,Roasted Boar Meat
2683,Crab Cake
2684,Coyote Steak
2687,Dry Pork Ribs
2692,Hot Spices
2697,Recipe: Goretusk Liver Pie
2698,Recipe: Cooked Crab Claw
2699,Recipe: Redridge Goulash
2700,Recipe: Succulent Pork Ribs
2701,Recipe: Seasoned Wolf Kabob
2721,Holy Shroud
2723,Bottle of Dalaran Noir
2725,Green Hills of Stranglethorn - Page 1
2728,Green Hills of Stranglethorn - Page 4
2730,Green Hills of Stranglethorn - Page 6
2732,Green Hills of Stranglethorn - Page 8
2734,Green Hills of Stranglethorn - Page 10
2735,Green Hills of Stranglethorn - Page 11
2738,Green Hills of Stranglethorn - Page 14
2740,Green Hills of Stranglethorn - Page 16
2742,Green Hills of Stranglethorn - Page 18
2744,Green Hills of Stranglethorn - Page 20
2745,Green Hills of Stranglethorn - Page 21
2748,Green Hills of Stranglethorn - Page 24
2749,Green Hills of Stranglethorn - Page 25
2750,Green Hills of Stranglethorn - Page 26
2751,Green Hills of Stranglethorn - Page 27
2754,Tarnished Bastard Sword
2763,Fisherman Knife
2764,Small Dagger
2765,Hunting Knife
2766,Deft Stiletto
2770,Copper Ore
2771,Tin Ore
2772,Iron Ore
2773,Cracked Shortbow
2774,Rust-covered Blunderbuss
2775,Silver Ore
2776,Gold Ore
2777,Feeble Shortbow
2778,Cheap Blunderbuss
2780,Light Hunting Bow
2781,Dirty Blunderbuss
2782,Mishandled Recurve Bow
2783,Shoddy Blunderbuss
2785,Stiff Recurve Bow
2786,Oiled Blunderbuss
2798,Rethban Ore
2799,Gorilla Fang
2800,Black Velvet Robes
2801,Blade of Hanna
2802,Blazing Emblem
2807,Guillotine Axe
2815,Curve-bladed Ripper
2819,Cross Dagger
2824,Hurricane
2825,Bow of Searing Arrows
2835,Rough Stone
2836,Coarse Stone
2838,Heavy Stone
2840,Copper Bar
2841,Bronze Bar
2842,Silver Bar
2844,Copper Mace
2845,Copper Axe
2847,Copper Shortsword
2848,Bronze Mace
2849,Bronze Axe
2850,Bronze Shortsword
2851,Copper Chain Belt
2852,Copper Chain Pants
2853,Copper Bracers
2854,Runed Copper Bracers
2857,Runed Copper Belt
2862,Rough Sharpening Stone
2863,Coarse Sharpening Stone
2864,Runed Copper Breastplate
2865,Rough Bronze Leggings
2866,Rough Bronze Cuirass
2868,Patterned Bronze Bracers
2869,Silvered Bronze Breastplate
2870,Shining Silver Breastplate
2871,Heavy Sharpening Stone
2877,Combatant Claymore
2878,Bearded Boneaxe
2879,Antipodean Rod
2880,Weak Flux
2881,Plans: Runed Copper Breastplate
2882,Plans: Silvered Bronze Shoulders
2883,Plans: Deadly Bronze Poniard
2886,Crag Boar Rib
2889,Recipe: Beer Basted Boar Ribs
2892,Deadly Poison
2893,Deadly Poison II
2901,Mining Pick
2911,Keller's Girdle
2912,Claw of the Shadowmancer
2915,Taran Icebreaker
2924,Crocolisk Meat
2928,Dust of Decay
2930,Essence of Pain
2931,Maiden's Anguish
2934,Ruined Leather Scraps
2940,Bloody Bear Paw
2947,Broken Small Throwing Knife
2951,Ring of the Underwood
2955,First Mate Hat
2957,Journeyman's Vest
2958,Journeyman's Pants
2959,Journeyman's Boots
2960,Journeyman's Gloves
2961,Burnt Leather Vest
2962,Burnt Leather Breeches
2963,Burnt Leather Boots
2964,Burnt Leather Gloves
2965,Warrior's Tunic
2966,Warrior's Pants
2967,Warrior's Boots
2968,Warrior's Gloves
2969,Spellbinder Vest
2970,Spellbinder Pants
2971,Spellbinder Boots
2972,Spellbinder Gloves
2973,Hunting Tunic
2974,Hunting Pants
2975,Hunting Boots
2976,Hunting Gloves
2977,Veteran Armor
2978,Veteran Leggings
2979,Veteran Boots
2980,Veteran Gloves
2981,Seer's Robe
2982,Seer's Pants
2983,Seer's Boots
2984,Seer's Gloves
2985,Inscribed Leather Breastplate
2986,Inscribed Leather Pants
2987,Inscribed Leather Boots
2988,Inscribed Leather Gloves
2989,Burnished Tunic
2990,Burnished Leggings
2991,Burnished Boots
2992,Burnished Gloves
2996,Bolt of Linen Cloth
2997,Bolt of Woolen Cloth
3010,Fine Sand
3011,Feathered Headdress
3012,Scroll of Agility
3013,Scroll of Protection
3019,Noble's Robe
3020,Enduring Cap
3021,Ranger Bow
3023,Large Bore Blunderbuss
3024,"BKP 2700 ""Enforcer"""
3025,"BKP 42 ""Ultra"""
3026,Reinforced Bow
3027,Heavy Recurve Bow
3030,Razor Arrow
3033,Solid Shot
3036,Heavy Shortbow
3037,Whipwood Recurve Bow
3039,Short Ash Bow
3040,Hunter's Muzzle Loader
3041,"""Mage-Eye"" Blunderbuss"
3042,"BKP ""Sparrow"" Smallbore"
3045,Lambent Scale Boots
3047,Lambent Scale Gloves
3048,Lambent Scale Legguards
3049,Lambent Scale Breastplate
3053,Humbert's Chestpiece
3055,Forest Leather Chestpiece
3056,Forest Leather Pants
3057,Forest Leather Boots
3058,Forest Leather Gloves
3065,Bright Boots
3066,Bright Gloves
3067,Bright Pants
3069,Bright Robe
3072,Smoldering Robe
3073,Smoldering Pants
3074,Smoldering Gloves
3075,Eye of Flame
3076,Smoldering Boots
3111,Broken Crude Throwing Axe
3131,Broken Weighted Throwing Axe
3164,Discolored Worg Heart
3167,Thick Spider Hair
3169,Chipped Bear Tooth
3170,Large Bear Tooth
3171,Broken Boar Tusk
3172,Boar Intestines
3173,Bear Meat
3174,Spider Ichor
3175,Ruined Dragonhide
3176,Small Claw
3180,Flecked Raptor Scale
3181,Partially Digested Meat
3182,Spider's Silk
3184,Hook Dagger
3185,Acrobatic Staff
3186,Viking Sword
3187,Sacrificial Kris
3188,Coral Claymore
3189,Wood Chopper
3190,Beatstick
3192,Short Bastard Sword
3193,Oak Mallet
3194,Black Malice
3195,Barbaric Battle Axe
3196,Edged Bastard Sword
3197,Stonecutter Claymore
3198,Battering Hammer
3199,Battle Slayer
3200,Burnt Leather Bracers
3201,Barbarian War Axe
3202,Forest Leather Bracers
3203,Dense Triangle Mace
3204,Deepwood Bracers
3205,Inscribed Leather Bracers
3206,Cavalier Two-hander
3207,Hunting Bracers
3208,Conk Hammer
3210,Brutal War Axe
3211,Burnished Bracers
3212,Lambent Scale Bracers
3213,Veteran Bracers
3214,Warrior's Bracers
3239,Rough Weightstone
3240,Coarse Weightstone
3241,Heavy Weightstone
3260,Scarlet Initiate Robes
3261,Webbed Cloak
3262,Putrid Wooden Hammer
3279,Battle Chain Boots
3280,Battle Chain Bracers
3281,Battle Chain Gloves
3282,Battle Chain Pants
3283,Battle Chain Tunic
3284,Tribal Boots
3285,Tribal Bracers
3286,Tribal Gloves
3287,Tribal Pants
3288,Tribal Vest
3289,Ancestral Boots
3290,Ancestral Gloves
3291,Ancestral Woollies
3292,Ancestral Tunic
3294,Deadman Club
3299,Fractured Canine
3300,Rabbit's Foot
3301,Sharp Canine
3302,Brackwater Boots
3303,Brackwater Bracers
3304,Brackwater Gauntlets
3305,Brackwater Leggings
3306,Brackwater Vest
3307,Barbaric Cloth Boots
3308,Barbaric Cloth Gloves
3309,Barbaric Loincloth
3310,Barbaric Cloth Vest
3311,Ceremonial Leather Ankleguards
3312,Ceremonial Leather Bracers
3313,Ceremonial Leather Harness
3314,Ceremonial Leather Gloves
3315,Ceremonial Leather Loincloth
3319,Short Sabre
3322,Wispy Cloak
3323,Ghostly Bracers
3325,Vile Fin Battle Axe
3327,Vile Fin Oracle Staff
3328,Spider Web Robe
3329,Spiked Wooden Plank
3330,Dargol's Hauberk
3334,Farmer's Shovel
3335,Farmer's Broom
3336,Flesh Piercer
3340,Incendicite Ore
3341,Gauntlets of Ogre Strength
3345,Silk Wizard Hat
3355,Wild Steelbloom
3356,Kingsblood
3357,Liferoot
3358,Khadgar's Whisker
3363,Frayed Belt
3365,Frayed Bracers
3369,Grave Moss
3370,Patchwork Belt
3371,Empty Vial
3372,Leaded Vial
3373,Patchwork Bracers
3374,Calico Belt
3375,Calico Bracers
3376,Canvas Belt
3377,Canvas Bracers
3378,Brocade Belt
3379,Brocade Bracers
3380,Cross-stitched Belt
3381,Cross-stitched Bracers
3382,Weak Troll's Blood Potion
3383,Elixir of Wisdom
3384,Minor Magic Resistance Potion
3385,Lesser Mana Potion
3386,Potion of Curing
3387,Limited Invulnerability Potion
3388,Strong Troll's Blood Potion
3389,Elixir of Defense
3390,Elixir of Lesser Agility
3391,Elixir of Ogre's Strength
3393,Recipe: Minor Magic Resistance Potion
3394,Recipe: Potion of Curing
3395,Recipe: Limited Invulnerability Potion
3396,Recipe: Elixir of Lesser Agility
3401,Rough Crocolisk Scale
3402,Soft Patch of Fur
3403,Ivory Boar Tusk
3404,Buzzard Wing
3413,Doomspike
3414,Crested Scepter
3415,Staff of the Friar
3416,Martyr's Chain
3417,Onyx Claymore
3419,Red Rose
3420,Black Rose
3421,Simple Wildflowers
3422,Beautiful Wildflowers
3423,Bouquet of White Roses
3427,Stylish Black Shirt
3428,Common Gray Shirt
3429,Guardsman Belt
3430,Sniper Rifle
3448,Senggin Root
3464,Feathered Arrow
3465,Exploding Shot
3466,Strong Flux
3469,Copper Chain Boots
3470,Rough Grinding Stone
3471,Copper Chain Vest
3472,Runed Copper Gauntlets
3473,Runed Copper Pants
3474,Gemmed Copper Gauntlets
3478,Coarse Grinding Stone
3480,Rough Bronze Shoulders
3481,Silvered Bronze Shoulders
3482,Silvered Bronze Boots
3483,Silvered Bronze Gauntlets
3484,Green Iron Boots
3485,Green Iron Gauntlets
3486,Heavy Grinding Stone
3487,Heavy Copper Broadsword
3488,Copper Battle Axe
3489,Thick War Axe
3490,Deadly Bronze Poniard
3491,Heavy Bronze Mace
3492,Mighty Iron Hammer
3530,Wool Bandage
3531,Heavy Wool Bandage
3569,Vicar's Robe
3575,Iron Bar
3576,Tin Bar
3577,Gold Bar
3590,Heavy Weave Bracers
3592,Padded Bracers
3596,Tattered Cloth Bracers
3606,Woven Belt
3607,Woven Bracers
3608,Plans: Mighty Iron Hammer
3609,Plans: Copper Chain Vest
3610,Plans: Gemmed Copper Gauntlets
3611,Plans: Green Iron Boots
3612,Plans: Green Iron Gauntlets
3641,Journeyman's Bracers
3642,Ancestral Bracers
3643,Spellbinder Bracers
3644,Barbaric Cloth Bracers
3645,Seer's Cuffs
3647,Bright Bracers
3649,Tribal Buckler
3650,Battle Shield
3651,Veteran Shield
3652,Hunting Buckler
3653,Ceremonial Buckler
3654,Brackwater Shield
3655,Burnished Shield
3656,Lambent Scale Shield
3664,Crocolisk Gumbo
3665,Curiously Tasty Omelet
3667,Tender Crocolisk Meat
3669,Gelatinous Goo
3670,Large Slimy Bone
3671,Lifeless Skull
3674,Decomposed Boot
3676,Slimy Ichor
3678,Recipe: Crocolisk Steak
3679,Recipe: Blood Sausage
3680,Recipe: Murloc Fin Soup
3681,Recipe: Crocolisk Gumbo
3682,Recipe: Curiously Tasty Omelet
3683,Recipe: Gooey Spider Cake
3685,Raptor Egg
3702,Bear Gall Bladder
3703,Southshore Stout
3711,Belamoore's Research Journal
3712,Turtle Meat
3713,Soothing Spices
3719,Hillman's Cloak
3726,Big Bear Steak
3727,Hot Lion Chops
